Season,Stars,Review
3,4.5,"Ominous, blood-drenched & powerful in its story, Game of Thrones Season 3 continues the momentum and provides its best season to date. Continuous thrills and complexities combined with the ensembles outstanding performances slays competition and assumes the series' position as king of all drama shows. 4.5/5"
3,3.0,"Overrated show, I really don't get why this got so much hype, the books may be good but the show is'nt even close to good IMO"
3,5.0,"probably the best season so far, season 4 was good also. big improvement in my opinion on season 2 (which was still great).... normally when i re-watch episodes from the 4 seasons i most often watch episodes from season 3, I like how she gets the unsullied and frees all the slaves. and we get to hear low and high valayrian. and the red wedding...such a shock if you havent read a storm of swords. glad catelyns dead she was so mean to jon"
3,5.0,The best season so far.
3,5.0,"This season continued Game of Thrones' reputation of no character is safe in one of the most shocking, brutal, and devastating moments in the history of Television. Great acting performances, fantastic writing, and some damn good directing make this such a memorable TV show it is almost impossible to stop watching."
3,4.5,"Because it only adapts the first half of Storm of Swords, the third season feels incomplete, but is still amongst the best on television."
3,4.0,"Most of the episodes had pacing issues, but it has one of the most memorable episodes on the show. Favorite episodes: 4, 8, 9."
3,4.5,Alfie Allen did an amazing job as Barristan Selmy! Want to see more of his skills!
3,5.0,So addicting. Intense and fun to watch show.
3,4.5,"While it still contains a bit too much and includes a suprisingly ""only decent"" season finale, Season 3 still brings alot of amazing and tense moments, great and interesting stories and one of the best moments to ever grace television."
3,4.5,"Every bit as stunning as its reputation suggests, the third season in Game of Thrones upholds the quality of its preceding installments that play out more like an epic film series than a televised soap opera, due to its intelligent writing, huge cast of well developed characters, and a constantly tense atmosphere."
3,5.0,"The best season yet for Game of Thrones, full of twists and featuring two episodes that are most likely the show's finests so far."
3,5.0,"More strong points, twists, and unexpected turns. In it's Third Season, Game of Thrones getting even more powerful, with beautiful sets and fantastic characterizations."
3,5.0,Two words: Red Wedding
3,4.0,Red Wedding cracks me up every time but pretty damn good for most of the season
3,5.0,It's like Middle Earth but with more tits and wine. And that Red Wedding is gonna haunt me til the rest of my days.
3,1.5,"The third season was boring as hell, if Senfield was the show about nothing, then this season was the season of nothing at all. The best episode was the 9th one."
3,5.0,"The best and the most unpredictable season up until now! It incredibly left the viewers (particularly, me) craving for more!"
3,4.0,"However epic the red wedding was, the season as a whole was a bit inconsistent with respect to its previous installments."
3,5.0,One of the best seasons of any television series of all time.
3,5.0,Love everything about this series. the only bad thing is that there are not enough episodes to watch and it ends too soon.
3,5.0,"As a reader of Martin's books, I knew what was going to happen this season before it happened. Most of the season is a superbly done build up that is meant to trick the audience into believing that the Starks might make a comeback, but then abruptly turns at the last minute into a massacre that leaves Robb Stark, his mother, his wife and unborn child, and all of his army dead. As I said before, I knew this was going to happen but it still shocked me with how vividly it shows some of the arguably last decent people in Westeros being absolutely destroyed in the most horrifying way possible. I wouldn't be shocked if it was the most violent scene in television history and I am sure it will remain infamous for many years to come. Game of Thrones has a sort of torturous relationship with its viewers that is actually reflected this season with Ramsay Snow's torturing of Theon Greyjoy. Its painful to watch sometimes, but we sometimes enjoy watching the suffering as much as Ramsay does."
3,4.0,would be 4.5 though.....episode 9 :'(
3,5.0,First season got me addicted; second season left me disappointed; third season proves why this is one of the greatest shows ever made.
3,3.5,"With the end of season two being so ridiculously epic, season three slows down to a crawl for the most part. For the first time, the monotonous plotting gets boring. Don't get me wrong, it's still a good season of television that builds on the others, but it's no where near as good. Everyone points to the red wedding as one of the greatest surprises in television history, but I disagree. Even if it was, it's only one episode, and one episode has never made a season."
3,4.5,"Where certain film properties or television programs begin to lose a step or two during its third iteration, Season 3 of HBO's Game of Thrones brushes off that theory and we learn what came before it was simply a warm-up. Season 1 had the daunting task of establishing a fantasy world that wasn't too distant to relate to (or invest in), Season 2 broke away from the establishment and spread everything out to scratch the surface (and scope) of the world (promised from the opening credits of each episode) and Season 3 (somehow) managed to do all of that while expanding mythos, characterization and more importantly, entertainment. A new sense of tone within the writing and directing of Season 3 deepens the engagement, so when more off-kilter story threads are introduced (Giants, ""Wargs,"" Jamie Lannister's likability...), it doesn't come off as farce (or forced). More impressive is that when these elements are presented, the amazing attention to detail from seasons past pays off immaculately to make it hard not to appreciate the foresight from the filmmaking team. Whereas Season 2 felt a little stagnant, Season 3 has almost perfect pacing to juggle the constantly rising cast and all the melodramatic events that unfold before them, so when dragons roam the skies, allegiances are made, and blood is spilt, Game of Thrones promises it is here to stay and will entice (and torment) in ample supply."
3,5.0,"Upto episode 9 season3 was a bit of let down from season 2. But then ""Rains of Castarmere"" happens . I already knew about the season finale but it still managed to raise the hairs on the back of my neck . ""Rains of Castarmere"" makes into my list of best season finale"
3,5.0,This show is LEGENDARY! =D All though I do feel like there are too many characters because I like certain characters more than the others but its still my favorite show.
3,5.0,"As richly rewarding and utterly enthralling as season 2, with upped stakes and dark and captivating character arcs that flesh out the cast, particularly the intriguing Lannister house."
3,5.0,"The only reason why I saw Game of Thrones at first was because Sean Bean was in it. With his absence in the subsequent seasons, I felt a bit uninterested about this series. But still it provides unmatchable thrills and plot elements. The dram, the story, the action and the verbal references of histories and all are simply mesmerising. Also, what was the ending of the second last episode of this season. The twists are simply unpredictable."
3,5.0,"GOT is as emotionally manipulative as ever, and manages to come out on top after a shaky second season."
3,5.0,"Season 3 steps the show up a notch with a more intriguing storyline, better visuals, a dark premise and jaw dropping situations occurring in essentially every episode. Fear The Rains of Castamere..."
3,5.0,I love a show (book) that portrays characters as real people. Not everyone is 100% good or bad. This series has also spoiled all other tv for me. Bi keep wanting more people to get killed off. It creates so much chaos!
3,4.5,"One of the best shows on television currently. Great acting, storyline, character arcs and of course...dragons. The only downside is that you have to watch it from beginning to end or else you won't be able to keep up with all the characters and their subsequent narratives. Also, everyone dies."
3,4.5,"Game of thrones has always delivered from season to season with its outstanding drama and scale. And i season three they continue to raise the bar, its bloodier, Grittier, and continues to leave me wanting more. With the cast giving the bests performances ever in Television its hard to believe this isn't a very long film. Game of thrones will continue to deliver until the credits role at the end of season 3."
3,1.0,ARE YOU KIDDING ME!!!!???? This 3rd season was the worst of the 3 BY FAR Please stop ruining a show with a priceless first season.. I should say stop milking it.. TAKE SOME CHANCES YOU BOOBS@@!!!!!!
3,5.0,I thought I saw the best from television with the second season. I was wrong.
3,4.5,"With more actions and elevated ambitions, GoT Season 3 is by far the most riveting."
3,5.0,"Once again this show gets even better and darker. Based roughly on the first half of the third book, A Storm of Swords, this season offers unexpected surprises and an entirely different storyline for some of its characters. Jon Snow meets the King Beyond the Wall; Tyrion attempts to fight for his safety; Daenerys attempts to find an army to aid her in taking back the throne; the Stark family still fights for justice against the Lannisters. The season in a way gets us ready for what the fourth season will be like, which is said to be based on the second half of the third book. The show still proves itself as being amazing, with the actors still proving that the roles are fully theirs, in particular Peter Dinklage, Emilia Clarke, Lena Headey, Michelle Fairley, Kit Harrington, Richard Madden and Charles Dance. The guest cast is also perfect, in particular Ciaran Hinds who only appears in three episodes. As with the first two seasons, the ninth episode is the big one with the unexpected twist, which is even darker than the first season. With that great twist and the great cliffhanger ending, this season proves why this is HBO's best show to date. Fantastic."
3,5.0,The third season shows no signs of slowing down. In fact Season three ramps up the magical elements and the tragedy to new heights. It defies your expectations time and time again. Every episode transports you to a beautifully realized fantasy world with its own history and complex flawed characters. The story is complex and at times hard to follow if your not paying attention to every episode but it comes together perfectly and is more than worth the investment of time but only if you can stomach the series often extreme violence and dark places its willing to go
3,5.0,"The most well realized and polished Season so far (which is saying a lot, since what came before was already excellent), this is an unbelievable game changer at every turn. Most people will remember this Season because of the infamous Episode 09 but everything before and after is brilliant, showcasing the talent at everyone involved in this show. As a book reader of A Song Of Ice And Fire, I can tell you with confidence that the next Season is gonna top this one, easily. Is that even possible? You bet."
3,4.5,An epic journey during medieval times. Great cast of actors. Can be overwhelming with so many characters and kingdoms. Just as you think you figured one out by time they get back to the story line you forgot and can be frustrating. I had to start with Season 3 and move backwards to Season 2 and now watching season 1.
3,5.0,You guys Kidding. Its getting better and better everyday. OMG.. I desperately want to watch season 4.. waitng for it. GOT is the best TV series ever.
3,5.0,can this show get any better. starks are morans
3,5.0,"I'll admit that while GoT has always interested me, I hadn't entirely felt invested in it's characters (they're from some made up fantasy world!). This season, however, came off as even more human amidst it's fantastic elements, and it's penultimate episode quickly became the most talked-about one of the tv year (with the possible exception being Breaking Bad's Ozymandias). GoT can now be mentioned in the same breath as shows like The Sopranos and Deadwood, as being a masterfully concocted HBO hallmark."
3,5.0,Nothing on TV or big screen in better than GAME OF THRONES. I'm glad that I'm alive to witness this epic program on TV. forever grateful....
3,5.0,"Game of Thrones continues to be the pinnacle of television entertainment, with this season's episode 9 managing to trump even the previous two."
3,4.5,"This is by far one of the best series to hit TV. With so much good writing on TV these days, most movies can't compete."
3,4.5,"Slowing down just a teensy bit compared to the previous season, yet still maintaining a level of quality fit for the best show on HBO."
3,5.0,The only reason to have HBO.
3,5.0,"As the series progresses, it begins as 90% realistic and 10% fantasy. A take on Tolkien's Lord of the Rings but on a whole other level. It can be quite addicting and it's fun to have the books around because you can read 60 - 100 pages that week before the episode premieres. If you don't read the books, it's like you're watching Lost and 24 figuring out who might die in each episode and it's unpredictable! This show is bloody brilliant. I'm late on watching it but I am amazed and would have to say this is all my time favorite TV show!"
3,5.0,I subscribe to HBO almost just for this series (True detective now too)....yes its that good watch it from the beginning and then you will understand! One of the best series in my 50 years on this planet.
3,5.0,"The only show that can go toe-to-toe against Breaking Bad in my personal opinion. Fantastic season, leaving me eagerly anticipating future seasons in the franchise."
3,5.0,"Still LOVE the stories, plots, characters, outfits, languages, cultures, picturesque landscapes. What will happen next!!??"
3,4.5,"People have been saying""Breaking bad"" is the best show recently but I'd say this is. Game of thrones tells the story of people trying to rise and stay in power in a highly developed fantasy world. The world created by this show is incredible and fantastical, there are many different cities each with its own culture, religion, sayings, weapons, foods, et cetera. Most of the show takes place in Westeros which is mainly based on medieval Europe but even inside Westeros there is a lot of variant; Winterfell is filled with snow, and worship the old gods, but Kings Landing is hot and only worship the new gods. There are many other cities you get to see that are all vastly different in Westeros but one place I really want to talk about is The Wall. The Wall is a very long, tall wall of ice stretching over 700feet tall meant to keep out mysterious forces, and the people who work there are made out to be brave men but are in all reality mostly criminals who were given the option to go there or be executed. You see the show through the perspective of characters, and that's where this shows greatest strength lies. You see everyone's motivations, and they're all very believable which is why you can believe the fantasy setting. It's easy for you to love some of these characters and hate others, a lot of them deliver great quotes too. I don't want to talk about the plot because I don't want to give anything away. You might just have to take my word that it's great. My biggest gripe with this show is that it's hard to follow at the beginning because of all of the families and characters you'll have to learn. This problem goes away by season 2, but be sure to pay close attention to the names and dialogue. Overall awesome show."
3,5.0,"One of the best TV series in 2013, without any doubt."
3,5.0,"Thrones showed the Borgias who is boss by ousting the rival show in short time. I did like The Borgias but if one had to go I'm glad Thrones survived. Multiple story lines going on for power of the iron throne is the basic storyline. The only draw back about this series is they don't seem to have enough time to tell stories for all parts. The show quickly runs out of time and sometimes it takes weeks for find out what is going on with one set of characters. They also do not spend nearly enough time on Daenerys, she should be the showcase of the show."
3,4.5,It can get way too violent at times. But season three has you on the edge of your seat for the whole season and continues to break new ground in television
3,5.0,Hands down the best series I have ever watched. Love the characters and the cinematography.
3,4.5,"Amazing, spectacular, wonderful, and leaves you craving more. The cast does a great job, the soundtrack is great, and there are no cheesy elements (which I find to be a huge epidemic in television). The story is wonderful yet ever so sad, and although it may not stay true to the books 100% I personally like it better."
3,5.0,"I love each season this show has brought. I really not a fan of sex scene, but its HBO."
3,5.0,The best tv series in television period.
3,4.5,"More epic in scale and with another fantastic and unforgettable twist of a conclusion, Season 3 invests more in emotion and successfully pulls off interesting (and intertwining) storylines."
3,5.0,"Best season of the 3. They are all amazing anyway, but if I had to pick one it would be season 3 :)."
3,5.0,Thrones is getting better and better.
3,5.0,"Season 3 is, quite possibly, the best season of Game of Thrones thus far. It's here that you see the events unfolding are not just affecting the Starks, and the previous ones seemed to do, but everyone living in Westeros. The crowning achievement was the Red Wedding, which changed everything."
3,5.0,"Okay the dragons are here but what about the ice zombies. This season is big and awesome but the red wedding was brutal to watch, The acting and the whole cast did a fantastic Job in there roles."
3,5.0,"Now that I just finished the first two seasons I'm seriously surprised. This TV show is truly something to be amazed about! Right now I'm really trying to find a flaw in it but I just can't. I thought of everything, the pacing, the cast, the direction and I even dared to question the amazing production value! But i couldn't find a single main thing, maybe the occasional out of pace scene but nothing to distract you if this amazing journey. Let's start with the plot, it is an adaptation of the famous series of novels A Song of Ice and Fire from George R. R. Martin. Like you guessed I haven't read them but I'll congratulate George for such a deep and rich universe and characters! But you are gonna ask, can this show really pull you into this story and make you like the protagonists? The answer is: ABSOLUTELY! I found myself cheering for Tyrion as he led his forces in Blackwater Bay! I liked hating Joffrey's guts and seeing what other horrible things he could do! And I liked immersing myself in Jon Snow's journey to the mysterious and wild lands that lie North of the Wall! The story is so engaging and it never gets lost in the overwhelmingly big cast of characters. There were a few times where I said ""woah, who was this?"" or ""what was this dudes name?"", but nothing overly complicated. The actors are great, they are full of charm and fit the characters. The ones that really stood out where Peter Dinklage as the smart and cunning Tyrion Lannister, Sean Bean as the honorable and loyal Ned Stark and last but not least, Jack Gleeson, playing the and sometimes chilling Joffrey Baratheon! Another thing I want to talk about is the astonishing and amazingly crafted presentation. It takes you in... no, it sucks you into this world and makes you care about it and feel part of it. I swear every time I see it I just sit back and enjoy my time in Westeros."
3,4.5,The most interesting serial which i every saw
3,5.0,This season contains the most tragic scene I have ever seen on television.
3,4.5,"The conquests of Danaerys Targaryen, the Red Wedding and the continuing travels of Arya Stark make Season 3 stunning and engaging."
3,5.0,"Season 3 of Game of Thrones is easily the best, with Rains of Castamere one of the best episodes."
3,5.0,Best season of the show
4,4.5,Another excellent season with A LOT of things happening and some amazing scenes. This is peak TV and I'm glad to rewatch it some 10 years after it originally aired - still holds water.
4,5.0,"A evolução dos personagens, de Tyrion Lannister a Arya Stark, foi magistralmente apresentada, permitindo que os espectadores se conectassem profundamente com suas jornadas."
4,5.0,Still absolutely amazing
4,5.0,Melhor série do mundo!
4,5.0,It was a very good season with no flaws
4,5.0,Best season in all of television
4,4.5,Best season yet! Always incredibly entertaining! Absolutely epic battles!
4,5.0,"The greatest season of television. Packed with amazing, acting, drama, action, suspense, and story."
4,5.0,"The most epic season so far, absolutely brilliant and satisfying."
4,4.5,Writing : 10/10 Acting : 10/10 Cinematography : 9/10 Costume design : 10/10 Set design : 10/10 CGI Effects 9/10 Artistic vision 10/10 Adaptation ranking : 9/10
4,5.0,the fucking season this was really the best season for got
4,5.0,One of the greatest shows ever made.
4,5.0,"While the 1st-3rd season focus on a lot of shock value, season 4 features a lot of satisfying episodes. Very moving, more fast paced, and action!"
4,5.0,This season was the best! One the entire game of thrones saga
4,1.0,Great story overshadowed by relentless chauvinism and tryhard shock value
4,4.5,"Season 4 is very exciting and continues to build on all the material from seasons 1-3. Game of Thrones continues into ""Best of all time"" territory in show rankings."
4,5.0,"Really great adaptation, i loved the cast."
4,4.5,"Game of Thrones continues to be one of the best shows on TV, combining meticulously-plotted character arcs with the spectacular design of the Seven Kingdoms."
4,5.0,"The best season of the entire show, so upsetting it all goes down hill after"
4,5.0,"Upping the ante in every possible way, Game of Thrones continues to bring us fantastic character development, astonishing performance, glamorous production, gripping athmosphere and bloody intense action sequences- all attached by an amazingly written, perfectly paced narrative with so much drama and surprises that leave you hungry for more."
4,5.0,Keep going fucking strong... GOT is top notch series....
4,5.0,Flawless and well acted!
4,4.0,"Season 4 is where GoT starts to change for the worse, and it's noticeable. Yet, this season is still a good one, within a number of standout moments."
4,5.0,"Awesome! This season still features clever and witty dialogue, great writing overall, crazy twists (did somebody say ""The Mountain and the Viper""?) and immense suspension combined with beautiful cinematography. Must see!"
4,5.0,"No matter what the content in this show is, I will always give it five stars because Kit Harington never let me down."
4,5.0,Awesome! Probably the best show ever.
4,4.5,Arguably the best season of the show. The story and character arcs were so well done. The actors grew into the roles outside of Heady who peaked in season 1.
4,5.0,"It seemed impossible to follow up the greatness of season 3 in any meaningful way, yet season 4 managed to do so in a dutiful manner that Eddard himself would be proud of. Somehow, the series manages to be increasingly complex, managing so many storylines that we have become invested in at this point, and amplifying it even further than we ever could have hoped. The quality of season 4 is a true testament to the impressiveness of the series as a whole more than any other factor could hope to be. There was no reasonable way that it could match and deliver on expectations established previously. Yet, in spite of all of the odds, it does so in a potentially more captivating manner. Other than Breaking Bad, I don't know that I'll ever see television truly as great as this again in my lifetime. I absolutely hope that I do, but I just cannot imagine anything can match what this series has done for me."
4,5.0,"Few series quite as perfect as this one. Just one thing,,,,did winter ever really come?"
4,5.0,Absolutely brilliant loved it the mix of medieval theme and fantasy and white walkers horror it's brilliant and love it and the battle Sean's are amazing and brings the horror of battle to life like I've never seen before on a historical battlefields and dialogue all great
4,0.5,I'd rather watch hipoppotamus taking a shit... to be honest it's more entretaining that whatever this pile of garbage is.
4,5.0,Epicccccc !!!! What a season
4,5.0,"One of the greatest television seasons of all time, season four feels like the end of an era for Game of Thrones."
4,5.0,"Game Of Thrones se va volviendo en el mejor programa de television, combinando arcos de personajes dejandote con ganas de mas"
4,5.0,Oberin almost makes up for Joffrey. Almost. Every show needs a good villain.
4,5.0,It is crazy how good this show is.
4,5.0,My rating for the s4 is a 9.5/10
4,5.0,I'm watching the entire season again and I am happy I bought it! I forgot how entertaining this really was!
4,5.0,Just phenomenal in every way. Solidified Game of Thrones as one of the greatest shows ever.
4,5.0,best season of the show probably one of if not the best season in all of tv
4,4.0,"The HBO show ""Game of Thrones"" is a television series about many different characters who are fighting for the Iron Throne of the Seven Kingdoms to become the ruler of all. The major families, the Lannisters, the Starks, and the Targaryens along with others, fight and destroy each other whether the consequences end in death or life. Despite all of the underlying plots in the series, the representation of disability is greatly shown throughout the entire show. There are many characters who have disabilities such as Hodor, a man with an intellectual disability. Bran, a boy who gets thrown off a tower and ends up unable to walk ever again. Jaime Lannister, who gets his hand chopped off and left with a metal prosthetic as a replacement. But, one of the main characters is a man named Tyrion Lannister, played by Peter Dinklage, who played a dwarf. Tyrion grew up with a deeply ableist family who treated him extremely poorly because he is a dwarf or who they refer to as a ""monster"" along with also being blamed for killing their mother because she died while giving birth to Tyrion. This show does a great job of representing disabled people in movies and television with an actual actor who is disabled. The actor who plays Tyrion Lannister is a dwarf in real life and there is no one better to play someone with a disability than an actor with the disability itself. It is known that movies and television continue to let others portray someone who they are actually not, such as when a white person plays the role of a black character in a movie. An actor and the president of Little People of America, Mark Povinelli who is also a dwarf, says ""It's so rare to see someone with dwarfism as having a fully dimensional character. ""So often, in the entertainment industry, we are painted — as well as many people with disabilities — in two ways. One is disability porn — where we're some helpless creature that some average-height person needs to save. Or we're some villain, mad about their height and can't get over it, and therefore lashes out at everyone. There's very little middle ground."" The 1932 film ""Freaks"", about a group of disabled circus ""freaks"", made a statement about inclusivity of the disabled and it got so much backlash because society couldn't accept the diversity. But, the film ""Freaks"" just like ""Game of Thrones"" shows society that disabled people are greatly discriminated against and disrespected, but are human-beings too who should be allowed to be shown on screen and represent who they are in their characters. The show does make a great deal of making it known of the stereotypes and discriminations that people say about disabled people, mostly Tyrion Lannister because of his dwarfism. In season 4, episode 4 there is a scene where Cersei Lannister, his sister, and Jaime Lannister, his brother, are discussing Tyrion because Cersei thinks that Tyrion killed their son, Joffrey with poison. Cersei says, ""that creature murdered our son and you've always pitied him"" indicating that Jaime is pitying Tyrion because of his disability. Cersei continuously refers to Tyrion as a ""monster"", ""creature"" and even ""imp"". All of these degrading words are nothing of who Tyrion really is represented as, which is intelligent and a person with great dignity. From the excerpt from ""Screening Stereotypes"", the writer says, ""The most obvious feature of monster characterization is their extremism. The physical disabilities typically involve disfigurement of the face and head and gross deformity of the body."" (Longmore, pg. 135) Cersei sees Tyrion as this ""gross deformity"" and treats him with no respect. It's especially nice to see that Tyrion's character is also seen as an equal to many other characters and is more than capable of being treated as a regular human-being rather than this ""monster"" that most think. Tyrion's disability doesn't get in the way of him ever expressing his sexuality and how he explores it. He is capable of real feelings just as everyone else has. Tyrion's character has an obsession with sex and goes to brothel's very frequently. But, he ends up falling in love with a woman named Shae and she reciprocates this love back to him. She never mentions that he is a dwarf and never mentions anything about his disability as a problem that could arise in their relationship. Their relationship focuses on serious matters This shows that disabled people can have real relationships and real human companionship whether people don't believe it's possible or wrong. Everyone deserves to love and be loved, especially disabled people. Not only does Tyrion have genuine relationships, but genuine friendships. His friendship to his brother Jaime Lannister is an example of how a family member should love and respect someone no matter their disability. In season 4 episode 3, Cersei tells Jaime, ""I want our little brother dead."" Jaime responds saying, ""But he's our brother."" Cersei then goes on to say how Tyrion was born a menace and that they should've killed him the moment he was born. She explains Tyrion's birth and how shocked everyone was to see a deformed child. And that he was probably going to grow up as a killer and a nuisance anyways. Jaime says, ""But you can't hate him for being born that way, it wasn't his fault."" Tyrion was being looked at as if it was his fault that he has a disability, but that is never true with any disabled person. He was getting sought out from birth as this evil villian who is going to end up killing everyone because of his deformity. ""Furthering the depiction of the disabled person as a ""monster"" and the criminal characterization both express to varying degrees the notion that disability involves the loss of an essential part of one's humanity."" (Longmore, pg. 135) Overall, I think that ""Game of Thrones"" does a great job of showing the inclusivity of disabled characters. This show portrays a disabled character as a strong and independent man who the audience can look up to and cheer for in the end. It shows that disabled people can be respected and played correctly and truly by a dwarf themself. Tyrion's character development goes from being abused by the world to being loved and surrounded by the right type of people that he needed."
4,3.5,very good season i had so much fun watchd that
4,5.0,"Upping the ante in every possible way, Game of Thrones continues to bring us fantastic character development, astonishing performance, glamorous production, gripping athmosphere and bloody intense action sequences- all attached by an amazingly written, perfectly paced narrative with so much drama and surprises that leave you hungry for more."
4,5.0,Nessa temporada o aproveitamento dos personagens ainda continua muito bom. Excelente temporada!
4,5.0,esta temporada sigue mejor con grandes arcos de sus personajes
4,5.0,"This is where it peaked: television as it ought to be, as GRRM would say."
4,5.0,"Peak television. Tyrion is soooo good. Tywin is soooo good. Oberyn, Jon, and Arya are soooo good. Everything comes together for a phenomenal beginning, middle and end. Easily the best season of television ever."
4,4.5,"As great as season 1! The well-written story and dialogues continues, the relations between the highly diverse characters are set perfect in scene!"
4,5.0,"Todos os personagens de GoT são bem aproveitados e cumprem muito bem seu papel, deixando a série com um toque único."
4,5.0,"Incredible show, at least till it follows the books. After it surpasses the books, problems start. Last season is best not mentioned."
4,5.0,THE SILENT BOLSHEVIK
4,4.5,"The show still retains its strongest aspects with some of the best acting to date (especially by Peter Dinklage). While the season at its best rivals any moment in the show, unfortunately there are also a larger portion of the story where it's just spinning its wheels boiling down to about one significant plot development per episode. This isn't necessarily a bad thing we get to explore the character's quite thoroughly this way. Still so much of it is just referencing earlier events without adding anything substantial that you could easily cut a lot of it."
4,5.0,"This was Game of Thrones at its peak. Season 4 has displayed some of the most well-written, gut-wrenching moments the show has to offer. All plotlines were intriguing with amazing dynamics between the characters. One of HBO's finest works."
4,5.0,"The absolute pinnacle of quality, at least in regards to Game Of Thrones. This season is ridiculously gratifying to watch."
4,5.0,One of the best seasons
4,5.0,"Still remains some of the best media I've ever seen. Great character development and really invests you into the characters. The show also expands into talking about Dorne, which makes the world feel much more vibrant. The last few episodes are some of the best in the series period."
4,5.0,"Best Season So far.. The King is gone. Tyrion's Court scene, The Wilding's Attack, The white walkers everything this seasons has to entertain and to live the show."
4,4.5,The fourth season closely follows the third book with some major changes here and there. Great adaptation with memorable characters and episodes. The series has become bigger and more epic than ever before.
4,5.0,The series continues to keep the quality of the previous seasons and keeps the level of the show as one of the best ever made.
4,5.0,I really love it it's like really good
4,5.0,"Hands down, the best season of the whole series!"
4,5.0,"Essa é a picanha de Game of Thrones. Seguindo os eventos chocantes da terceira temporada, o quarto ano se beneficia por ter o melhor trecho de A Tormenta das Espadas para adaptar, que incluem momentos brilhantes como o Casamento Púrpuro, a trama envolvendo a acusação de Tyrion, a invasão dos Selvagens à Muralha e o inesquecível Príncipe Oberyn Martell, um dos personagens mais memoráveis. Impecável em roteiro, direção e grandes batalhas. Uma temporada simplesmente perfeita. E a melhor temporada de Game of Thrones!"
4,4.5,just as good as the third season.
4,5.0,Some of the best moments of television can be found herein.
4,5.0,"So far, the best season in this show, great story. This season holds some of the best moments and episodes in the whole show."
4,5.0,"This season has the death of Ygritte which is pretty sad, but it's delivered in such a GREAT way. S4. Ep9 is one of the best episodes of the series."
4,5.0,"Game of Thrones S4 continues the show's amazing hot streak of getting its audience astonished. Continuing the events of the third book in GRRM's ""A Song of Ice and Fire"", we see epic events and heartbreaking moments. Just incredible."
4,5.0,"The best show ever by far, it's just spectacular !!!"
4,1.5,Already feels like a genre flick. Probably because it is.
4,5.0,Hands down the best season of Game of Thrones.
4,5.0,"This season moves, so many great moments. The best season of the series!"
4,5.0,The craft is mastered in the fourth season and with tense plot points and and a ever changing and evolving evil.
4,5.0,Game of Thrones Season 4 | Detailed note: 9.9
4,0.5,Most overrated show of all time I was waiting for some character or even just some welly filmed action but never got either in all of these seasons
4,5.0,"a complete masterpiece, it may be weird to say, but i personally prefer this season over Lord of the rings!"
4,5.0,what the hell 4 seasons in a row ?
4,5.0,"Even if u hated the ending this is by far the greatest show of all time. Each episode keeps u on the edge of your seat. Never have i ever heard as many people talk about whats gunna happen next week. There was just a lot of people upset because they didn't get what they want but that is what the whole show was, you never got what u want."
4,5.0,game of thrones is a show like none other it has drama fantasy a fiew funny moments especillt from tyrion and an amazing action set pieces not to mention a spectacle of visuals thanks to its production value that is often rare among other tv show. although some would say that the depiction of violence and sexual content is exessive personnally no show has ever made use of the mature content like game of thrones has but the real aspect of the greatness of this show lies in its intricate writing and story-telling so overall game of thrones in my oppinion is the greatest show ever made. P.S the final episodes of the final season are enjoyable but dissappointing
4,5.0,wow!!i cant believe what a great season it was.each and every episode was literally shocking and thrilled!
4,5.0,"Here it is, without a doubt the best season of GoT! Exemplary! The very best of the series's constant seasonal masterpieces. 10/10"
4,5.0,"Amazing. This season is full of dread, which is very fitting as last season they lost the war, Robb and Catelyn were killed, Arya is scarred from witnessing basically all of her family get killed (Ned, Robb, Catelyn). Theon is captured. Sansa is fearful for her life as she now believes that all of her family is dead. Dany is showing signs of her going mad. And then the season starts with the death of Joffrey (WHAT?!?!?!?!?). Cersei is heartbroken and full of rage, Tyrion snaps and gets sick of everyone's shit, Jaime goes through a dark turn, Brienne goes through a lot. Jon goes through a lot. This season is very great and brings some of the best character endings in the show (Joffrey, Tywin, Shae, Ygritte).Also that ending fight with Brienne and the Hound was amazing and then Arya leaving him to die is a turning point for her character but also is the cherry on top for the season."
4,5.0,By far the best season in the show. This season is really what made Game of Thrones the gem it is today!
4,5.0,Best season of GOT. Just perfect.
4,5.0,"best, it was really good, i enjoyed it. please give us no2 etc asap. as I WANT MORE !!!!"
4,5.0,"The show kept going in the right direction, once again the political intrigue kept me fascinated"
4,4.0,The series don't start to suffer the continue losses of characters. The develop of the living ones is outstanding.
4,5.0,Arguably the best written season of the show featuring an amazing battle sequence along with political prowess at the show's finest.
4,4.0,"The last ""good"" season of Game of Thrones. This was when the source material was beginning to run out, and yet the series still maintained its quality. Such a shame this did not continue."
4,5.0,Arguably the last great/amazing season of the show. If you can dont watch the rest of the seasons.
4,4.5,"Loved every aspect of the season with very few exception, as with any show or movie. Made me look forward to the next season!"
4,5.0,An astonishing and beautiful season that progresses the story along with keeping the characters true to what they are.
4,5.0,"This is it. This is the best season of Game of Thrones. Especially after I took it upon myself to edit out that non-canon rape scene in adobe premiere (episode three). It feels like they have brought a few stories to a close, but it's really just a pause for breath. This season is the most consistent."
4,4.0,"Great season, great everything until the sand snakes."
4,5.0,"After a very heartbreaking third season, Game of Thrones follows up with yet another amazing season with moment after moment of shocking, engaging drama. (A+)"
4,0.5,"The story of game of thrones is fake, wrong and family destroying. full of sad scenes like rape, killing innocent people, adult parts. all the people slept together.!!! Too bad"
